tag,name,rank,thLevel,warID,order_,attackerTag,defenderTag,stars,new_stars,destructionPercentage,war_player.defenderTag,defenderName,defenderRank,defenderTH,attacker_is_home_clan,home_clan_tag,home_clan_name,home_clan_level,enemy_clan_tag,enemy_clan_name,enemy_clan_level,war_start_time,war_size,type
#2Y28RR82V,amaday10,15,10,10809913,38,#2Y28RR82V,#2GQ22RCCG,3,3,100,#2GQ22RCCG,Hero,18,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#LV2LVY9GG,寻魂者Mooᴳᵒᵈ,27,9,10809913,39,#LV2LVY9GG,#LRLV8JU9V,1,0,76,#LRLV8JU9V,Jacody,26,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#20R9QGCJC,verbatxm,10,10,10809913,40,#20R9QGCJC,#9YU0CPY98,3,3,100,#9YU0CPY98,Flashfloppy,11,10,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#LYJQYU8UV,Gius 2.0,22,9,10809913,41,#LYJQYU8UV,#Q0L0VY0PQ,2,2,97,#Q0L0VY0PQ,Kismet_27,21,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#UGYUR2V9,THE DARK VENOM,11,10,10809913,42,#UGYUR2V9,#9YJ2YUYQV,1,1,62,#9YJ2YUYQV,Brawlee,14,10,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#20R9QGCJC,verbatxm,10,10,10809913,43,#20R9QGCJC,#YUQ99RYP,3,3,100,#YUQ99RYP,Maxi,13,10,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#8CQVJYQG,JOE,20,9,10809913,44,#8CQVJYQG,#Q0L0VY0PQ,2,0,69,#Q0L0VY0PQ,Kismet_27,21,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#90U8LQR8L,Ghostrider 9,29,9,10809913,45,#90U8LQR8L,#LRLV8JU9V,3,1,100,#LRLV8JU9V,Jacody,26,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#990LG8Q9R,Pixal,6,11,10809913,46,#990LG8Q9R,#80UUY8R0C,3,3,100,#80UUY8R0C,xClean?x,9,11,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#Q9GPQ08Y8,luvly,22,9,10809913,47,#Q9GPQ08Y8,#LCJ2PR0UV,1,1,60,#LCJ2PR0UV,RiTire_,24,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#Y9P0RUU0,sillysilas,5,12,10809913,48,#Y9P0RUU0,#Q9Q9VGPR,3,1,100,#Q9Q9VGPR,Andi,4,12,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#Q9GPQ08Y8,luvly,22,9,10809913,49,#Q9GPQ08Y8,#8CQVJYQG,3,3,100,#8CQVJYQG,JOE,20,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#Y9P0RUU0,sillysilas,5,12,10809913,50,#Y9P0RUU0,#YYVLL2V09,2,2,58,#YYVLL2V09,Palo2,2,13,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#LVY9R20CR,Dry Dream,14,10,10809913,51,#LVY9R20CR,#LRCLVVVGY,1,1,63,#LRCLVVVGY,Amlimity,12,10,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#P29R0UYJP,Grandma 去,15,10,10809913,52,#P29R0UYJP,#LYJQYU8UV,2,1,80,#LYJQYU8UV,Gius 2.0,22,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#90RPL0LGL,Timmyboy,23,9,10809913,53,#90RPL0LGL,#LV2LVY9GG,1,0,82,#LV2LVY9GG,寻魂者Mooᴳᵒᵈ,27,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#JCYYY9VY,Blue,7,11,10809913,54,#JCYYY9VY,#22PU8LGV8,2,2,96,#22PU8LGV8,PommesHD,10,11,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#LVY9R20CR,Dry Dream,14,10,10809913,55,#LVY9R20CR,#9YJ2YUYQV,3,2,100,#9YJ2YUYQV,Brawlee,14,10,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#2CJPGVLQ2,Harsh (gt)25,12,10,10809913,56,#2CJPGVLQ2,#2Y28RR82V,3,3,100,#2Y28RR82V,amaday10,15,10,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#YLG82C9Y2,SLAY DOG,28,8,10809913,57,#YLG82C9Y2,#PC8CJVL99,0,0,0,#PC8CJVL99,The Tiger,25,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#Q0L0VY0PQ,Kismet_27,21,9,10809913,58,#Q0L0VY0PQ,#PC8CJVL99,2,2,63,#PC8CJVL99,The Tiger,25,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#90RPL0LGL,Timmyboy,23,9,10809913,59,#90RPL0LGL,#PQQQGYCQY,2,0,68,#PQQQGYCQY,Finki,30,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#P29R0UYJP,Grandma 去,15,10,10809913,60,#P29R0UYJP,#LCJ2PR0UV,3,2,100,#LCJ2PR0UV,RiTire_,24,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#2CJPGVLQ2,Harsh (gt)25,12,10,10809913,61,#2CJPGVLQ2,#LRCLVVVGY,3,2,100,#LRCLVVVGY,Amlimity,12,10,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#80UUY8R0C,xClean?x,9,11,10809913,62,#80UUY8R0C,#20R9QGCJC,3,3,100,#20R9QGCJC,verbatxm,10,10,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#RCV08YPR,littlesonshine,4,12,10809913,63,#RCV08YPR,#QYVGU9RV,0,0,46,#QYVGU9RV,rüdigar,1,14,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#2G2YCU0P9,Karuko,13,10,10809913,64,#2G2YCU0P9,#LYJQYU8UV,3,1,100,#LYJQYU8UV,Gius 2.0,22,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#RCV08YPR,littlesonshine,4,12,10809913,65,#RCV08YPR,#22PU8LGV8,3,1,100,#22PU8LGV8,PommesHD,10,11,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#2G2YCU0P9,Karuko,13,10,10809913,66,#2G2YCU0P9,#PC8CJVL99,3,1,100,#PC8CJVL99,The Tiger,25,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#9YJ2YUYQV,Brawlee,14,10,10809913,67,#9YJ2YUYQV,#P29R0UYJP,3,3,100,#P29R0UYJP,Grandma 去,15,10,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#LLU0JJYJC,Lucinator,17,10,10809913,68,#LLU0JJYJC,#2VUUV2VJ2,3,3,100,#2VUUV2VJ2,Ed,16,10,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#2LYC2GUG0,blackbird,5,11,10809913,69,#2LYC2GUG0,#G099YGUG,1,1,83,#G099YGUG,HomeSlicedToast,8,11,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#2J0JCLQ9G,lukas30,3,12,10809913,70,#2J0JCLQ9G,#PUCCG908Y,2,2,78,#PUCCG908Y,Lucid,3,12,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#LRCLVVVGY,Amlimity,12,10,10809913,71,#LRCLVVVGY,#2G2YCU0P9,3,1,100,#2G2YCU0P9,Karuko,13,10,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#LLU0JJYJC,Lucinator,17,10,10809913,72,#LLU0JJYJC,#UGYUR2V9,2,2,88,#UGYUR2V9,THE DARK VENOM,11,10,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#9YU0CPY98,Flashfloppy,11,10,10809913,73,#9YU0CPY98,#2CJPGVLQ2,1,1,59,#2CJPGVLQ2,Harsh (gt)25,12,10,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#P8UUCPR8U,Parth,19,9,10809913,74,#P8UUCPR8U,#LV0UC2L0C,2,0,73,#LV0UC2L0C,tumbless,28,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#UGYUR2V9,THE DARK VENOM,11,10,10809913,75,#UGYUR2V9,#LV2LVY9GG,3,2,100,#LV2LVY9GG,寻魂者Mooᴳᵒᵈ,27,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#80UUY8R0C,xClean?x,9,11,10809913,76,#80UUY8R0C,#QGCLV2J0,2,2,83,#QGCLV2J0,marleigh,9,11,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#90U8LQR8L,Ghostrider 9,29,9,10809913,77,#90U8LQR8L,#LV9CQQUR9,3,1,100,#LV9CQQUR9,FredTime,25,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#P8UUCPR8U,Parth,19,9,10809913,78,#P8UUCPR8U,#PQQQGYCQY,2,0,87,#PQQQGYCQY,Finki,30,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#LPV82GGQR,CHEESE,19,9,10809913,79,#LPV82GGQR,#PGPJV9VCJ,1,0,82,#PGPJV9VCJ,Deer,20,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#LCJ2PR0UV,RiTire_,24,9,10809913,80,#LCJ2PR0UV,#PGY0Q9Q2L,2,0,58,#PGY0Q9Q2L,THUNDERPULSE360,24,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#YUQ99RYP,Maxi,13,10,10809913,81,#YUQ99RYP,#LVY9R20CR,3,3,100,#LVY9R20CR,Dry Dream,14,10,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#20GY8V2J9,Reshad,16,10,10809913,82,#20GY8V2J9,#P8UUCPR8U,3,1,100,#P8UUCPR8U,Parth,19,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#Q22PVR0VU,eιηн3ιт | ᴛʜ9 ツ,26,9,10809913,83,#Q22PVR0VU,#Q9GPQ08Y8,2,1,88,#Q9GPQ08Y8,luvly,22,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#22PU8LGV8,PommesHD,10,11,10809913,84,#22PU8LGV8,#UGYUR2V9,3,1,100,#UGYUR2V9,THE DARK VENOM,11,10,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#LRCLVVVGY,Amlimity,12,10,10809913,85,#LRCLVVVGY,#2CJPGVLQ2,3,2,100,#2CJPGVLQ2,Harsh (gt)25,12,10,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#JPR8R208,Wayne,8,11,10809913,86,#JPR8R208,#G099YGUG,0,0,7,#G099YGUG,HomeSlicedToast,8,11,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#Q22PVR0VU,eιηн3ιт | ᴛʜ9 ツ,26,9,10809913,87,#Q22PVR0VU,#PGPJV9VCJ,1,0,72,#PGPJV9VCJ,Deer,20,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#22PU8LGV8,PommesHD,10,11,10809913,88,#22PU8LGV8,#QGCLV2J0,3,1,100,#QGCLV2J0,marleigh,9,11,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#8Y90LUVP,Kamiboy,7,11,10809913,89,#8Y90LUVP,#G099YGUG,2,1,61,#G099YGUG,HomeSlicedToast,8,11,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#Q0L0VY0PQ,Kismet_27,21,9,10809913,90,#Q0L0VY0PQ,#LV0UC2L0C,2,0,80,#LV0UC2L0C,tumbless,28,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#J9RGCLGL,Triton,2,13,10809913,91,#J9RGCLGL,#QYVGU9RV,1,1,44,#QYVGU9RV,rüdigar,1,14,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#20GY8V2J9,Reshad,16,10,10809913,92,#20GY8V2J9,#Q0L0VY0PQ,3,1,100,#Q0L0VY0PQ,Kismet_27,21,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#JCYYY9VY,Blue,7,11,10809913,93,#JCYYY9VY,#QYVGU9RV,0,0,36,#QYVGU9RV,rüdigar,1,14,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#9YU0CPY98,Flashfloppy,11,10,10809913,94,#9YU0CPY98,#Q9GPQ08Y8,3,1,100,#Q9GPQ08Y8,luvly,22,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#9PC2U8G98,Bullet,1,14,10809913,95,#9PC2U8G98,#QYVGU9RV,2,1,60,#QYVGU9RV,rüdigar,1,14,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#2J0JCLQ9G,lukas30,3,12,10809913,96,#2J0JCLQ9G,#990LG8Q9R,2,2,92,#990LG8Q9R,Pixal,6,11,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#Q9Q9VGPR,Andi,4,12,10809913,97,#Q9Q9VGPR,#G099YGUG,2,0,81,#G099YGUG,HomeSlicedToast,8,11,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#8Y90LUVP,Kamiboy,7,11,10809913,98,#8Y90LUVP,#PGPJV9VCJ,3,2,100,#PGPJV9VCJ,Deer,20,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#PUCCG908Y,Lucid,3,12,10809913,99,#PUCCG908Y,#LV0UC2L0C,3,1,100,#LV0UC2L0C,tumbless,28,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#PGY0Q9Q2L,THUNDERPULSE360,24,9,10809913,100,#PGY0Q9Q2L,#PQQQGYCQY,2,0,78,#PQQQGYCQY,Finki,30,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#YUQ99RYP,Maxi,13,10,10809913,101,#YUQ99RYP,#90RPL0LGL,3,1,100,#90RPL0LGL,Timmyboy,23,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#9PC2U8G98,Bullet,1,14,10809913,102,#9PC2U8G98,#YYVLL2V09,2,0,89,#YYVLL2V09,Palo2,2,13,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#LL28GJCP0,Licho_2,18,9,10809913,103,#LL28GJCP0,#PGY0Q9Q2L,2,0,82,#PGY0Q9Q2L,THUNDERPULSE360,24,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#QYVGU9RV,rüdigar,1,14,10809913,104,#QYVGU9RV,#9PC2U8G98,1,1,50,#9PC2U8G98,Bullet,1,14,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#JRPUVP,Tio_12,6,11,10809913,105,#JRPUVP,#PGY0Q9Q2L,3,1,100,#PGY0Q9Q2L,THUNDERPULSE360,24,9,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#PUCCG908Y,Lucid,3,12,10809913,106,#PUCCG908Y,#PQQQGYCQY,3,1,100,#PQQQGYCQY,Finki,30,9,1,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#YYVLL2V09,Palo2,2,13,10809913,107,#YYVLL2V09,#J9RGCLGL,2,2,53,#J9RGCLGL,Triton,2,13,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#JPR8R208,Wayne,8,11,10809913,108,#JPR8R208,#JCYYY9VY,2,0,77,#JCYYY9VY,Blue,7,11,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#JRPUVP,Tio_12,6,11,10809913,109,#JRPUVP,#990LG8Q9R,2,0,86,#990LG8Q9R,Pixal,6,11,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#Q9Q9VGPR,Andi,4,12,10809913,110,#Q9Q9VGPR,#JCYYY9VY,1,0,80,#JCYYY9VY,Blue,7,11,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#YYVLL2V09,Palo2,2,13,10809913,111,#YYVLL2V09,#Y9P0RUU0,3,3,100,#Y9P0RUU0,sillysilas,5,12,0,#VUCVG2J0,Sheer Force,14,#CPJGGQY0,/frontline CAMP,14,2021-05-14 19:23:20,30,normal
#Q0L0VY0PQ,Kismet_27,18,9,10804583,1,#Q0L0VY0PQ,#92L8JPY00,1,1,83,#92L8JPY00,Rahul001,17,9,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#LPPQJQYJU,qwertyuiop6,15,9,10804583,2,#LPPQJQYJU,#9LPLRG880,3,3,100,#9LPLRG880,KaBiR,16,9,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#Q9GPQ08Y8,luvly,20,9,10804583,3,#Q9GPQ08Y8,#LQUYP8UPU,3,3,100,#LQUYP8UPU,Rifat,20,9,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#LPPQJQYJU,qwertyuiop6,15,9,10804583,4,#LPPQJQYJU,#902J0G8VV,3,3,100,#902J0G8VV,Md Jibon Islam,14,10,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#QGCLV2J0,marleigh,5,11,10804583,5,#QGCLV2J0,#88G82UL9V,3,3,100,#88G82UL9V,Noyon Rahman2,5,11,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#Q9GPQ08Y8,luvly,20,9,10804583,6,#Q9GPQ08Y8,#YQQLJ99UC,3,3,100,#YQQLJ99UC,SHAKIB,19,9,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#JCYYY9VY,Blue,3,11,10804583,7,#JCYYY9VY,#LLLUP8J0Y,3,3,100,#LLLUP8J0Y,hunter,6,11,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#YPV0JUQYU,ゲーワライ,24,7,10804583,8,#YPV0JUQYU,#YCV98228R,3,3,100,#YCV98228R,thê kîñg sîãm,25,7,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#P29R0UYJP,Grandma 去,10,10,10804583,9,#P29R0UYJP,#PPG9LPUY8,3,3,100,#PPG9LPUY8,ChRiS BiLLa,12,10,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#9PJG98QCR,Right Pix,22,8,10804583,10,#9PJG98QCR,#LVYRCURRL,3,3,100,#LVYRCURRL,tom,24,9,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#9PJG98QCR,Right Pix,22,8,10804583,11,#9PJG98QCR,#LUVUQJUVU,1,1,55,#LUVUQJUVU,10102020,23,9,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#LVY9R20CR,Dry Dream,9,10,10804583,12,#LVY9R20CR,#YPCLLQUGL,3,3,100,#YPCLLQUGL,Rijon,9,10,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#LVY9R20CR,Dry Dream,9,10,10804583,13,#LVY9R20CR,#8Q2LV0UYQ,3,3,100,#8Q2LV0UYQ,Mehedy Maruf,11,10,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#QGCLV2J0,marleigh,5,11,10804583,14,#QGCLV2J0,#PVLQ08VV8,3,3,100,#PVLQ08VV8,NOYON RAHMAN,2,13,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#PGPJV9VCJ,Deer,17,9,10804583,15,#PGPJV9VCJ,#Q0QRUPR92,3,3,100,#Q0QRUPR92,Immortal,22,9,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#P29R0UYJP,Grandma 去,10,10,10804583,16,#P29R0UYJP,#YQCVPRJLQ,3,3,100,#YQCVPRJLQ,The king siam♣,13,10,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#LV9CQQUR9,FredTime,21,9,10804583,17,#LV9CQQUR9,#LPYRLP8Q9,3,3,100,#LPYRLP8Q9,DomiNatoR,21,9,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#RCV08YPR,littlesonshine,1,12,10804583,18,#RCV08YPR,#Y2JUQLUCY,3,3,100,#Y2JUQLUCY,HASIB,3,12,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#2CJPGVLQ2,Harsh (gt)25,7,10,10804583,19,#2CJPGVLQ2,#LYUVR0GG0,3,3,100,#LYUVR0GG0,Aranna Mohanto,8,10,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#LJUU9U8RP,Piash Roy,10,10,10804583,20,#LJUU9U8RP,#QPQLY992,3,3,100,#QPQLY992,Crispy,12,9,0,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#990LG8Q9R,Pixal,2,11,10804583,21,#990LG8Q9R,#92L8JPY00,3,2,100,#92L8JPY00,Rahul001,17,9,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#Q0L0VY0PQ,Kismet_27,18,9,10804583,22,#Q0L0VY0PQ,#P2PJPLC89,3,3,100,#P2PJPLC89,Mehedi H. Sumon,18,9,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#LV9CQQUR9,FredTime,21,9,10804583,23,#LV9CQQUR9,#LUVUQJUVU,3,2,100,#LUVUQJUVU,10102020,23,9,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#29Q8Y200G,Pixalite,19,9,10804583,24,#29Q8Y200G,#PYQGUG0GG,2,2,87,#PYQGUG0GG,nirajdube3,15,10,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#2CJPGVLQ2,Harsh (gt)25,7,10,10804583,25,#2CJPGVLQ2,#L80Y9VJVL,3,3,100,#L80Y9VJVL,RAHAT,7,11,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#Q0QRUPR92,Immortal,22,9,10804583,26,#Q0QRUPR92,#LV9CQQUR9,1,1,74,#LV9CQQUR9,FredTime,21,9,0,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#JCYYY9VY,Blue,3,11,10804583,27,#JCYYY9VY,#L0898UPLU,3,3,100,#L0898UPLU,someone,4,12,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
#990LG8Q9R,Pixal,2,11,10804583,28,#990LG8Q9R,#9JQURPJVG,2,2,74,#9JQURPJVG,sagar dube,1,13,1,#VUCVG2J0,Sheer Force,14,#VR9UYULY,hamra hamra,8,2021-05-12 03:48:10,25,normal
