"Name","Tag","Clan","Enemy Clan","War ID","Ended","War Type","Team Size","Missed"
"ᴾᴿᴼシMoнᴅκᴀιғ","#2CYVR82QQ","Endor","Sheer Force","144079","5/31/2021","Friendly","20","1"
"bibhu","#9R9JP000V","Endor","Sheer Force","144079","5/31/2021","Friendly","20","1"
"ɑԵԵɑϲƘҽɾ ⓐⓕⓡⓐⓣⓗ","#YPPUPJU9U","Endor","Sheer Force","144079","5/31/2021","Friendly","20","1"
"David","#2RYCJY9GG","Endor","Sheer Force","144079","5/31/2021","Friendly","20","1"
"Gutti Guy","#2YYL8LC9Q","Dark Matter","BACH VIET","142784","5/31/2021","Regular","30","1"
"Willy","#22Q8Y2CU9","Dark Matter","BACH VIET","142784","5/31/2021","Regular","30","2"
"Alex The Great","#Q9P9JCVRV","Dark Matter","BACH VIET","142784","5/31/2021","Regular","30","2"
"candice","#Q0VRJGQ9P","Mini Matter","댕댕CLAN","141738","5/29/2021","Regular","20","2"
"noah","#Q9JRVQVQG","Mini Matter","댕댕CLAN","141738","5/29/2021","Regular","20","2"
"carlo","#QY0VYLL8G","Mini Matter","댕댕CLAN","141738","5/29/2021","Regular","20","1"
"Darth Chewi","#Q8GPYC9PR","Mini Matter","댕댕CLAN","141738","5/29/2021","Regular","20","1"
"Sandip!","#2GCV29CGG","Dark Matter","•● Encantrix ●•","141214","5/29/2021","Regular","30","1"
"RushDon","#P88G8UJ8J","Brute Force","K.I.N.G war","139308","5/26/2021","Regular","10","2"
"Pixalite","#29Q8Y200G","Brute Force","K.I.N.G war","139308","5/26/2021","Regular","10","2"
"noah","#Q9JRVQVQG","Mini Matter","[M]ALAYSIA","139080","5/26/2021","Regular","25","1"
"Alex The Brave","#Q8YQ0CCQ2","Mini Matter","[M]ALAYSIA","139080","5/26/2021","Regular","25","2"
"edgar","#QY02090U2","Mini Matter","[M]ALAYSIA","139080","5/26/2021","Regular","25","2"
"Shloooop","#QLGUQ2C9R","Mini Matter","[M]ALAYSIA","139080","5/26/2021","Regular","25","2"
"Colt45","#Q99GRP0CQ","Mini Matter","[M]ALAYSIA","139080","5/26/2021","Regular","25","2"
"Confather","#Q28LL8JCL","Mini Matter","[M]ALAYSIA","139080","5/26/2021","Regular","25","2"
"go easy on me","#LJVCYVPV9","Dark Matter","ELITE DEAF X","137847","5/24/2021","Regular","30","1"
"Hox","#LCCUVJYQJ","Mini Matter","DJR gruop 2","136667","5/23/2021","Regular","25","2"
"adam","#LUCVRGUQ8","Mini Matter","DJR gruop 2","136667","5/23/2021","Regular","25","2"
"PANda","#Q0VG2UR9J","Mini Matter","DJR gruop 2","136667","5/23/2021","Regular","25","2"
"StonyGhost","#QP0R2YULL","Mini Matter","DJR gruop 2","136667","5/23/2021","Regular","25","2"
"edgar","#QY02090U2","Mini Matter","DJR gruop 2","136667","5/23/2021","Regular","25","1"
"GLadiTor","#Q98CYPUL0","Mini Matter","DJR gruop 2","136667","5/23/2021","Regular","25","2"
"Darth Kenobi","#LQLRRPL2J","Dark Matter","Igo war","135832","5/22/2021","Regular","40","2"
"tank","#GPGCC9PG","Dark Matter","Igo war","135832","5/22/2021","Regular","40","1"
"Aurora","#LQYQLGRQY","Dark Matter","Igo war","135832","5/22/2021","Regular","40","2"
"jolballing","#LUPVQVLPV","Mini Matter","河工程第一部落","134331","5/20/2021","Regular","25","2"
"Dave","#LUQGVRJLY","Mini Matter","河工程第一部落","134331","5/20/2021","Regular","25","2"
"bigrojo","#Q9QVPL28L","Mini Matter","河工程第一部落","134331","5/20/2021","Regular","25","2"
"Alex The Great","#Q9P9JCVRV","Mini Matter","河工程第一部落","134331","5/20/2021","Regular","25","1"
"Alex The Strong","#Q9PU2PJJL","Mini Matter","河工程第一部落","134331","5/20/2021","Regular","25","1"
"Liliruca","#QP0G8V9QP","Mini Matter","河工程第一部落","134331","5/20/2021","Regular","25","2"
"NITRO-MIR","#Q0CUG89UJ","Mini Matter","河工程第一部落","134331","5/20/2021","Regular","25","2"
"Alex The Wise","#Q9GL90U28","Mini Matter","河工程第一部落","134331","5/20/2021","Regular","25","1"
"javier camacho","#QQ9LRJ8G8","Mini Matter","河工程第一部落","134331","5/20/2021","Regular","25","2"
"Darth Kenobi","#LQLRRPL2J","Dark Matter","الفرسان الثلاثة","133846","5/19/2021","Regular","40","2"
"Darth Kenobi","#LQLRRPL2J","Dark Matter","DONATORS BEST","132190","5/17/2021","Regular","40","2"
"Prestige_PlayZ","#LUPQJR9RP","Mini Matter","WORLD WAR 3000","131773","5/17/2021","Regular","20","2"
"tommy","#Q0UCQ8C82","Mini Matter","WORLD WAR 3000","131773","5/17/2021","Regular","20","1"
"Aye chan","#QPQP2YV9Y","Mini Matter","WORLD WAR 3000","131773","5/17/2021","Regular","20","2"
"RodrigUeZ05","#Q8VJG9VGC","Mini Matter","WORLD WAR 3000","131773","5/17/2021","Regular","20","2"
"mike","#Q9999P92L","Mini Matter","WORLD WAR 3000","131773","5/17/2021","Regular","20","2"
"Gutti Guy 5","#LLPPPC0UR","Mini Matter","WORLD WAR 3000","131773","5/17/2021","Regular","20","1"
"goblin","#Q0CGY89Y2","Mini Matter","Bulawlaw","129360","5/14/2021","Regular","20","1"
"〒[=+友達+=]〒","#QLRGRU8Y0","Mini Matter","Bulawlaw","129360","5/14/2021","Regular","20","1"
"Ňěřđ","#LVRLL2U28","Mini Matter","Bulawlaw","129360","5/14/2021","Regular","20","1"
"toes pics","#Q9G8VJGVV","Mini Matter","Bob's Clan","127354","5/11/2021","Regular","30","1"
"Alam","#QPJCRCUQY","Mini Matter","Bob's Clan","127354","5/11/2021","Regular","30","1"
"LilFinn","#QL08L9CRY","Mini Matter","Bob's Clan","127354","5/11/2021","Regular","30","2"
"luise","#QL09QQ2QL","Mini Matter","Bob's Clan","127354","5/11/2021","Regular","30","2"
"Emily","#Q889V8QJ9","Mini Matter","Bob's Clan","127354","5/11/2021","Regular","30","2"
"pogiko","#Q88QCYGY0","Mini Matter","Bob's Clan","127354","5/11/2021","Regular","30","2"
"CarloGian09","#Q8U0GVRJC","Mini Matter","Bob's Clan","127354","5/11/2021","Regular","30","2"
"vova","#Q2VUCU8PR","Mini Matter","Bob's Clan","127354","5/11/2021","Regular","30","1"
"Gutti Guy","#2YYL8LC9Q","Endor","FIRST COMMAND☯","123100","5/9/2021","CWL","30","1"
"Sug","#2990QPY0","Golden Clan","Pohjanmaa K18 2","122361","5/8/2021","CWL","15","1"
"RoYaLKiNG","#Q9QP2PGPV","Mini Matter","FÑÇ MR LAGET","120052","5/7/2021","Regular","20","2"
"ttg2","#PG2P9JCJ0","Mini Matter","FÑÇ MR LAGET","120052","5/7/2021","Regular","20","1"
"tine","#LVRLU2RVU","Mini Matter","FÑÇ MR LAGET","120052","5/7/2021","Regular","20","2"
"eduardo","#LCY8JRQLY","Mini Matter","FÑÇ MR LAGET","120052","5/7/2021","Regular","20","2"
"RIKKU.BOSS","#LQ2VR0YRP","Mini Matter","Lacité55","114183","5/5/2021","Regular","20","2"
"the killer","#LGRY0QVRV","Mini Matter","Lacité55","114183","5/5/2021","Regular","20","2"
"martin45","#QYQ9CU00Q","Mini Matter","Lacité55","114183","5/5/2021","Regular","20","2"
"bruhh","#Q2LLRUJ90","Mini Matter","Lacité55","114183","5/5/2021","Regular","20","2"
"budthestud97","#LVV9P0RVU","Mini Matter","Lacité55","114183","5/5/2021","Regular","20","2"
"sidekickronnie","#LRU0VGVY0","Mini Matter","Lacité55","114183","5/5/2021","Regular","20","2"
"Gutti Guy 5","#LLPPPC0UR","Mini Matter","Lacité55","114183","5/5/2021","Regular","20","2"
"Dream v2","#Q9PC8PJYJ","Golden Clan","ʟᴇᴀғ ᴠɪʟʟᴀɢᴇ","104615","4/26/2021","Regular","15","1"
"Match Attax","#8LU98GJ0L","Golden Clan","ʟᴇᴀғ ᴠɪʟʟᴀɢᴇ","104615","4/26/2021","Regular","15","1"
"Ж!ПG","#QYQ9GJ0U8","Golden Clan","ʟᴇᴀғ ᴠɪʟʟᴀɢᴇ","104615","4/26/2021","Regular","15","1"
"MiniKamp","#QYCYQC0Y8","Golden Clan","Hungry Admirals","103056","4/24/2021","Regular","15","2"
"hansu","#QYYPGLRL0","Golden Clan","Hungry Admirals","103056","4/24/2021","Regular","15","1"
"kiler","#LCUL2QRY2","Golden Clan","SemFak BarBar","99782","4/20/2021","Regular","20","2"
"Match Attax","#8LU98GJ0L","Golden Clan","SemFak BarBar","99782","4/20/2021","Regular","20","1"
"Bomboy","#QYYGJYYQJ","Golden Clan","SemFak BarBar","99782","4/20/2021","Regular","20","2"
"MiniKamp","#QYCYQC0Y8","Golden Clan","SemFak BarBar","99782","4/20/2021","Regular","20","2"
"hansu","#QYYPGLRL0","Golden Clan","SemFak BarBar","99782","4/20/2021","Regular","20","1"
"CHIVAS","#Q8C99VLU9","Golden Clan","Mini Matter","98157","4/17/2021","Friendly","20","2"
"Shariq Hero","#QP0PVR98C","Golden Clan","Mini Matter","98157","4/17/2021","Friendly","20","2"
"diego55","#LL2LV0QJV","Golden Clan","Mini Matter","98157","4/17/2021","Friendly","20","2"
"adhil","#L2JLU908V","Golden Clan","Mini Matter","98157","4/17/2021","Friendly","20","2"
"Jan 007","#Q89L2LJYP","Golden Clan","Mini Matter","98157","4/17/2021","Friendly","20","2"
"Starznova","#LJGUJLVC9","Golden Clan","Mini Matter","96281","4/14/2021","Friendly","15","2"
"StevenJEZEL","#Q9QCYPJL0","Golden Clan","Mini Matter","96281","4/14/2021","Friendly","15","2"
"mini mini robo","#Q9RL8PYLG","Golden Clan","Mini Matter","96281","4/14/2021","Friendly","15","2"
"babynemo","#QYLJYVLPC","Golden Clan","Mini Matter","96281","4/14/2021","Friendly","15","2"
"jerfnefsnef","#LPJ8G9RGC","Golden Clan","Mini Matter","96281","4/14/2021","Friendly","15","2"
"big d","#LQ9Y88JGU","Golden Clan","Mini Matter","96281","4/14/2021","Friendly","15","2"
"Crispy","#QPQLY992","barudak sunda","kushowar","108454","4/9/2021","CWL","30","1"
"Bot ryze","#LVQ0C20U2","barudak sunda","kushowar","108454","4/9/2021","CWL","30","1"
"F.I.N.E.","#99Q0PLVPC","Endor","Aurora Borealis","108440","4/9/2021","CWL","30","1"
"F.I.N.E.","#99Q0PLVPC","Endor","Brawl Bois","108439","4/8/2021","CWL","30","1"
"F.I.N.E.","#99Q0PLVPC","Endor","Wolloping Wasps","108438","4/7/2021","CWL","30","1"
"GAWD","#PJCPC8280","Endor","Wolloping Wasps","108438","4/7/2021","CWL","30","1"
"Nicholas Ng","#QUR022QG","Endor","Wolloping Wasps","108438","4/7/2021","CWL","30","1"
"Mark","#YLRRQQCPU","Endor","Wolloping Wasps","108438","4/7/2021","CWL","30","1"
"Logan","#280QYU8Y","Endor","Wolloping Wasps","108438","4/7/2021","CWL","30","1"
"F.I.N.E.","#99Q0PLVPC","Endor","TENORI","108437","4/6/2021","CWL","30","1"
"AllJamSammich","#YVR2CYPL9","Endor","TENORI","108437","4/6/2021","CWL","30","1"
"Dream v2","#Q9PC8PJYJ","Golden Clan","Req n Leave","83937","4/6/2021","Regular","20","1"
"Uncooked Nugget","#YVR0LC8JL","Golden Clan","Req n Leave","83937","4/6/2021","Regular","20","2"
"Match Attax","#8LU98GJ0L","Golden Clan","Req n Leave","83937","4/6/2021","Regular","20","2"
"Parceval","#L0J80Y0R0","Golden Clan","Req n Leave","83937","4/6/2021","Regular","20","1"
"S.E.V.E.N","#PL8L99U2Q","Golden Clan","Req n Leave","83937","4/6/2021","Regular","20","2"
"Gutti Guy","#2YYL8LC9Q","barudak sunda","الملوك","108450","4/5/2021","CWL","30","1"
"Joyel!!","#9C2QLPYLC","barudak sunda","الملوك","108450","4/5/2021","CWL","30","1"
"Joyel!!","#9C2QLPYLC","barudak sunda","ارتش اريايي","108449","4/4/2021","CWL","30","1"
"CHIVAS","#Q8C99VLU9","Golden Clan","COMMAND BR...","77085","4/3/2021","Regular","20","2"
"Dragon","#Q9GJQJRQY","Golden Clan","COMMAND BR...","77085","4/3/2021","Regular","20","1"
"Alex","#QPYCQ0QC9","Golden Clan","COMMAND BR...","77085","4/3/2021","Regular","20","2"
"BLB LEGEND#2","#Q0VLC0QC8","Golden Clan","THE LEGENDS :D","76115","3/31/2021","Regular","20","2"
"Baby Dream","#LCQYULLVR","Golden Clan","KILER","74440","3/29/2021","Regular","25","2"
"SpiritLoaf","#Q2JCVVVLC","Golden Clan","KILER","74440","3/29/2021","Regular","25","2"
"BLB LEGEND#2","#Q0VLC0QC8","Golden Clan","KILER","74440","3/29/2021","Regular","25","1"
"mini mini robo","#Q9RL8PYLG","Golden Clan","KILER","74440","3/29/2021","Regular","25","1"
"stimuluschecks","#QPU9LCU8P","Golden Clan","KILER","74440","3/29/2021","Regular","25","2"
"oujcjd","#QL2GYJVJG","Golden Clan","KILER","74440","3/29/2021","Regular","25","2"
"§07de:)₩@","#QL2C2RUUG","Golden Clan","KILER","74440","3/29/2021","Regular","25","2"
"TheXGamers","#8YCVQJ2L0","Golden Clan","KILER","74440","3/29/2021","Regular","25","2"
"Willy","#22Q8Y2CU9","Wookies","C W F","74708","3/28/2021","Regular","10","1"
"ドラゴンスパマー","#UQQYJLPG","Wookies","C W F","74708","3/28/2021","Regular","10","2"
"iopo","#LYR9JGUYQ","Wookies","C W F","74708","3/28/2021","Regular","10","2"
